source_symbol,sec_type_used,conid,symbol,sec_type,exchange,description,company_name,sections_json
URE,OPT,74262459,URE,,,ARCA,PROSHARES ULTRA REAL ESTATE,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;SEP26;DEC26"", ""exchange"": ""SMART;AMEX;BATS;BOX;CBOE;CBOE2;EDGX;IBUSOPT;ISE;MEMX;MERCURY;NASDAQBX;NASDAQOM;PHLX;PSE""}, {""secType"": ""BAG""}]"
URE,OPT,37060554,URE,,,TSE,UR-ENERGY INC,"[{""secType"": ""STK""}]"
URE,OPT,9742165,URE,,,VALUE,UMWELTKONT.RENEW.ENERGY,"[{""secType"": ""STK"", ""exchange"": ""VALUE;""}]"
USEA,FOP,571281683,USEA,,,NASDAQ,UNITED MARITIME CORP,"[{""secType"": ""STK""}]"
USEA,FUT,571281683,USEA,,,NASDAQ,UNITED MARITIME CORP,"[{""secType"": ""STK""}]"
USEA,IND,571281683,USEA,,,NASDAQ,UNITED MARITIME CORP,"[{""secType"": ""STK""}]"
USEA,OPT,571281683,USEA,,,NASDAQ,UNITED MARITIME CORP,"[{""secType"": ""STK""}]"
USEB,FOP,780019651,USEB,,,EBS,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEB,FUT,780019651,USEB,,,EBS,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEB,IND,780019651,USEB,,,EBS,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEB,OPT,780019651,USEB,,,EBS,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEC,FOP,845619312,USEC,,,AEB,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEC,FUT,845619312,USEC,,,AEB,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEC,IND,845619312,USEC,,,AEB,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEC,OPT,845619312,USEC,,,AEB,ISHARES USD CB EA UCITS,"[{""secType"": ""STK""}]"
USEE,FOP,732438786,USEE,,,EBS,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,FOP,719710567,USEE,,,IBIS2,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,FOP,719414767,USEE,,,LSEETF,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,FUT,732438786,USEE,,,EBS,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,FUT,719710567,USEE,,,IBIS2,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,FUT,719414767,USEE,,,LSEETF,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,IND,732438786,USEE,,,EBS,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,IND,719710567,USEE,,,IBIS2,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,IND,719414767,USEE,,,LSEETF,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,OPT,732438786,USEE,,,EBS,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,OPT,719710567,USEE,,,IBIS2,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USEE,OPT,719414767,USEE,,,LSEETF,ISHRES US EQ ENHANCE AC ETF,"[{""secType"": ""STK""}]"
USE,FOP,629283467,USE,,,ARCA,USCF ENERGY CMDTY ABS RTN,"[{""secType"": ""STK""}]"
USE,FOP,4653797,USE,,,VALUE,EROTIK-ABWICKLUNGSGESELLSCHA,"[{""secType"": ""STK"", ""exchange"": ""VALUE;""}]"
USE,FUT,629283467,USE,,,ARCA,USCF ENERGY CMDTY ABS RTN,"[{""secType"": ""STK""}]"
USE,FUT,4653797,USE,,,VALUE,EROTIK-ABWICKLUNGSGESELLSCHA,"[{""secType"": ""STK"", ""exchange"": ""VALUE;""}]"
USE,IND,629283467,USE,,,ARCA,USCF ENERGY CMDTY ABS RTN,"[{""secType"": ""STK""}]"
USE,IND,4653797,USE,,,VALUE,EROTIK-ABWICKLUNGSGESELLSCHA,"[{""secType"": ""STK"", ""exchange"": ""VALUE;""}]"
USE,OPT,629283467,USE,,,ARCA,USCF ENERGY CMDTY ABS RTN,"[{""secType"": ""STK""}]"
USE,OPT,4653797,USE,,,VALUE,EROTIK-ABWICKLUNGSGESELLSCHA,"[{""secType"": ""STK"", ""exchange"": ""VALUE;""}]"
USEW,FOP,839174127,USEW,,,BATS,CAMBRIA US EW ETF,"[{""secType"": ""STK""}]"
USEW,FUT,839174127,USEW,,,BATS,CAMBRIA US EW ETF,"[{""secType"": ""STK""}]"
USEW,IND,839174127,USEW,,,BATS,CAMBRIA US EW ETF,"[{""secType"": ""STK""}]"
USEW,OPT,839174127,USEW,,,BATS,CAMBRIA US EW ETF,"[{""secType"": ""STK""}]"
USMC,FOP,292179090,USMC,,,NASDAQ,PRINCIPAL US MEGA-CAP ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;SEP26;DEC26"", ""exchange"": ""SMART;BATS;CBOE;CBOE2;EDGX;IBUSOPT""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""519070544""}, {""secType"": ""BAG""}]"
USMC,FOP,782964187,USMC,,,EBS,FRANKLIN US MEGA CAP ETF,"[{""secType"": ""STK""}]"
USMC,FUT,292179090,USMC,,,NASDAQ,PRINCIPAL US MEGA-CAP ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;SEP26;DEC26"", ""exchange"": ""SMART;BATS;CBOE;CBOE2;EDGX;IBUSOPT""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""519070544""}, {""secType"": ""BAG""}]"
USMC,FUT,782964187,USMC,,,EBS,FRANKLIN US MEGA CAP ETF,"[{""secType"": ""STK""}]"
USMC,IND,292179090,USMC,,,NASDAQ,PRINCIPAL US MEGA-CAP ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;SEP26;DEC26"", ""exchange"": ""SMART;BATS;CBOE;CBOE2;EDGX;IBUSOPT""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""519070544""}, {""secType"": ""BAG""}]"
USMC,IND,782964187,USMC,,,EBS,FRANKLIN US MEGA CAP ETF,"[{""secType"": ""STK""}]"
USMC,OPT,292179090,USMC,,,NASDAQ,PRINCIPAL US MEGA-CAP ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;SEP26;DEC26"", ""exchange"": ""SMART;BATS;CBOE;CBOE2;EDGX;IBUSOPT""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""519070544""}, {""secType"": ""BAG""}]"
USMC,OPT,782964187,USMC,,,EBS,FRANKLIN US MEGA CAP ETF,"[{""secType"": ""STK""}]"
USMD,FOP,849154027,USMD,,,ARCA,COREVALUES AMER F TECH ETF,"[{""secType"": ""STK""}]"
USMD,FUT,849154027,USMD,,,ARCA,COREVALUES AMER F TECH ETF,"[{""secType"": ""STK""}]"
USMD,IND,849154027,USMD,,,ARCA,COREVALUES AMER F TECH ETF,"[{""secType"": ""STK""}]"
USMD,OPT,849154027,USMD,,,ARCA,COREVALUES AMER F TECH ETF,"[{""secType"": ""STK""}]"
USM,FOP,868124699,USM,,,ASX,UNION STAR METALS LTD,"[{""secType"": ""STK""}]"
USM,FOP,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USM,FUT,868124699,USM,,,ASX,UNION STAR METALS LTD,"[{""secType"": ""STK""}]"
USM,FUT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USM,IND,868124699,USM,,,ASX,UNION STAR METALS LTD,"[{""secType"": ""STK""}]"
USM,IND,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USM,OPT,868124699,USM,,,ASX,UNION STAR METALS LTD,"[{""secType"": ""STK""}]"
USM,OPT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USMT,FOP,416034474,USMT,,,PINK,US METRO BANCORP,"[{""secType"": ""STK""}]"
USMT,FOP,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USMT,FUT,416034474,USMT,,,PINK,US METRO BANCORP,"[{""secType"": ""STK""}]"
USMT,FUT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USMT,IND,416034474,USMT,,,PINK,US METRO BANCORP,"[{""secType"": ""STK""}]"
USMT,IND,2147483647,,,,,,"[{""secType"": ""BOND""}]"
USMT,OPT,416034474,USMT,,,PINK,US METRO BANCORP,"[{""secType"": ""STK""}]"
USMT,OPT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
ECH,FOP,47202521,ECH,,,BATS,ISHARES MSCI CHILE ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;AUG26;OCT26;NOV26"", ""exchange"": ""SMART;AMEX;BATS;BOX;CBOE;CBOE2;EDGX;EMERALD;IBUSOPT;ISE;MERCURY;MIAX;PEARL;PHLX;SAPPHIRE""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""134771789""}, {""secType"": ""BAG""}]"
ECH,FOP,268960311,ECH,,,WSE,ECHO INVESTMENT S.A.,"[{""secType"": ""STK"", ""exchange"": ""WSE;""}]"
ECH,FOP,447262512,ECH,,,ASX,ECHELON RESOURCES LTD,"[{""secType"": ""STK""}]"
ECH,FOP,2147483647,,,,,,"[{""secType"": ""BOND""}]"
ECH,FUT,47202521,ECH,,,BATS,ISHARES MSCI CHILE ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;AUG26;OCT26;NOV26"", ""exchange"": ""SMART;AMEX;BATS;BOX;CBOE;CBOE2;EDGX;EMERALD;IBUSOPT;ISE;MERCURY;MIAX;PEARL;PHLX;SAPPHIRE""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""134771789""}, {""secType"": ""BAG""}]"
ECH,FUT,268960311,ECH,,,WSE,ECHO INVESTMENT S.A.,"[{""secType"": ""STK"", ""exchange"": ""WSE;""}]"
ECH,FUT,447262512,ECH,,,ASX,ECHELON RESOURCES LTD,"[{""secType"": ""STK""}]"
ECH,FUT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
ECH,IND,47202521,ECH,,,BATS,ISHARES MSCI CHILE ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;AUG26;OCT26;NOV26"", ""exchange"": ""SMART;AMEX;BATS;BOX;CBOE;CBOE2;EDGX;EMERALD;IBUSOPT;ISE;MERCURY;MIAX;PEARL;PHLX;SAPPHIRE""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""134771789""}, {""secType"": ""BAG""}]"
ECH,IND,268960311,ECH,,,WSE,ECHO INVESTMENT S.A.,"[{""secType"": ""STK"", ""exchange"": ""WSE;""}]"
ECH,IND,447262512,ECH,,,ASX,ECHELON RESOURCES LTD,"[{""secType"": ""STK""}]"
ECH,IND,2147483647,,,,,,"[{""secType"": ""BOND""}]"
ECH,OPT,47202521,ECH,,,BATS,ISHARES MSCI CHILE ETF,"[{""secType"": ""STK""}, {""secType"": ""OPT"", ""months"": ""MAY26;JUN26;AUG26;OCT26;NOV26"", ""exchange"": ""SMART;AMEX;BATS;BOX;CBOE;CBOE2;EDGX;EMERALD;IBUSOPT;ISE;MERCURY;MIAX;PEARL;PHLX;SAPPHIRE""}, {""secType"": ""CFD"", ""exchange"": ""SMART"", ""conid"": ""134771789""}, {""secType"": ""BAG""}]"
ECH,OPT,268960311,ECH,,,WSE,ECHO INVESTMENT S.A.,"[{""secType"": ""STK"", ""exchange"": ""WSE;""}]"
ECH,OPT,447262512,ECH,,,ASX,ECHELON RESOURCES LTD,"[{""secType"": ""STK""}]"
ECH,OPT,2147483647,,,,,,"[{""secType"": ""BOND""}]"
